planet,planet_mass_mjup,planet_radius_rjup,planet_temperature_K,star_name,star_distance_AU,star_mass_msun,star_radius_rsun,star_age_Gy,star_teff_K,has_missing_data,planet_mass_mearth,planet_radius_rearth,planet_mass_kg,planet_radius_m,Luminosity_Lsun,Flux_inner_HZ_boundary,Flux_outer_HZ_boundary,HZ_inner_boundary_AU,HZ_outer_boundary_AU,HZ_middle_AU,HZ_subindex,escape_velocity,thermal_velocity,jeans_parameter,jeans_parameter_norm,water_subindex,planet_temperature_C,temperature_subindex,star_distance_m,radiation_I,relative_r,C12_stability_temperature,C12_stability_radiation,C12_stability_subindex,pre_seq_GY,main_seq_GY,main_seq_end_GY,mid_main_seq_GY,star_age_subindex,PO_HUI,HUI,density,ESI_r,ESI_d,ESI_ev,ESI_t,ESI,star_distance_AU_adj,PHI_substrate_subindex,PHI_energy_light,PHI_energy_temperature,PHI_energy_subindex,PHI_chemistry_subindex,PHI_liquid_medium_subindex,PHI
HD 38677 d,0.01054,0.12428,1632.0,HD 38677,0.0422,1.26,2.01,6196.0,1632.0,False,3.3496120000000005,1.3919359999999998,2.0004552786400004e+25,8877958.503231999,2.297915012435259,1.0585126656000001,0.21412257945600002,1.4733941858293003,2.7845477756488743,2.128970980739087,0.0028641350974415447,17352.48089401127,1205.6905846055413,103.56700450020105,0.11605152025090473,0.07230284784575132,1359.0,0.07585416666666667,6313120000.0,4.5881331136369525e-21,1291.5797841640676,0.07736000000000001,0.09987134137829048,0.08861567068914525,0.005611431131108263,5.611431131108264,5.617042562239373,2.805715565554132,0.09896825984821314,0.06772101602944358,0.06297128439420024,6.8249724933386595,1.3919359999999998,1.242458744439617,1.5515304164284818,1632.0,0.168929680782894,0.06397045388884784,1.0,2,0,0.6666666666666666,0.0,0.0,0.0028574404296987997
HD 38677 e,0.01299,0.13123,1314.0,HD 38677,0.0651,1.26,2.01,6196.0,1314.0,False,4.128222,1.469776,2.4654567428400003e+25,9374432.687312,2.297915012435259,1.0872797724,0.217737102924,1.4537720902127202,2.7613387463359844,2.1075554182743526,0.004478005901906834,18746.91899734704,1081.866006252101,150.13531529027452,0.3256089188062353,0.12641893884510336,1041.0,0.08247916666666667,9738960000.0,1.9279640619274682e-21,542.7304189538811,0.08372,0.09994622668923807,0.09183311334461904,0.005611431131108263,5.611431131108264,5.617042562239373,2.805715565554132,0.09896825984821314,0.0808354969213018,0.07405866026565266,7.144532116565924,1.469776,1.3006332863349965,1.6762107514403453,1314.0,0.2132179537445707,0.09868427839251172,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
HD 4113 Ac,51.913,1.45,525.0,HD 4113 A,50.438,1.084,4.8,5655.45,525.0,False,16497.951399999998,16.24,9.852906535108e+28,103580944.88,1.3369199866117463,1.1952511875,0.227245861875,1.0576040763116668,2.0616913173128646,1.5596476968122657,0.09951613715559063,356529.8973671807,683.8414855939606,135909.87865700506,0.09999465672874203,0.07379754038673944,252.0,0.09891666666666667,7545524800000.0,1.8686013153125882e-27,0.0005260195429698458,0.0995,6.575244287122806e-05,0.04978287622143562,0.00817385246315174,8.17385246315174,8.182026315614891,4.08692623157587,0.09905877583585114,0.0842143992532567,0.07795691835074167,21.165871180158565,16.24,3.853161570561303,31.8782647570709,525.0,0.21985602157213938,58.31906671081828,1.0,0,0,0.0,0.0,0.0,0.0001778279410038923
HD 5278 b,0.0245,0.2186,943.0,HD 5278,0.12,1.194,3.0,6203.0,943.0,False,7.7861,2.44832,4.650014642e+25,15615720.37984,1.8932831792729752,1.1315518331,0.22211227513100001,1.2935122976035478,2.4816494453048614,1.8875808714542046,0.009277066806579304,19948.022762795157,916.4982470109769,236.86802413168377,0.715906108592577,0.2260146464720501,670.0,0.09020833333333333,17952000000.0,4.674982971246027e-22,131.60284035844597,0.09114,0.09998733965266242,0.09556366982633122,0.006419322326869624,6.419322326869624,6.425741649196493,3.209661163434812,0.09896722656304939,0.10400618860026867,0.0932014646243691,2.915275748036767,2.44832,0.5307142042163971,1.7836045608190774,943.0,0.27447803531844367,0.16511595253497113,0.5,2,0,0.6666666666666666,0.0,0.5,0.03593041119630842
HD 63433 b,0.0689,0.1945,870.0,HD 63433,0.0719,0.912,0.414,5640.0,870.0,False,21.896420000000003,2.1784,1.3076979952400002e+26,13894133.6408,0.7177635798959225,1.14162111,0.22299322110000003,0.7929206230973497,1.524978793082941,1.1589497080901454,0.009067742458146733,35464.3251327309,880.3095606550262,811.4888687390315,0.9020553230074195,0.2729210336415331,597.0,0.09172916666666667,10756240000.0,4.936857436761554e-22,138.9747225002985,0.0926,0.09998660246076228,0.09629330123038114,0.012589628187630313,12.589628187630312,12.602217815817943,6.294814093815156,0.09906208066986316,0.11381466493331815,0.10099194788004953,11.639234902163388,2.1784,2.118875819191102,3.1709574831187997,870.0,0.275910359480416,0.06091434790150643,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
HD 73583 b,0.0321,0.2489,721.0,HD 73583,0.0604,0.71,0.75,4511.0,721.0,False,10.201379999999999,2.78768,6.0924681636e+25,17780204.95216,0.29142718102349124,1.1635594379,0.22481179157900003,0.500461578179439,0.9677750246642522,0.7341183014218456,0.012068858556479184,21398.432426933705,801.3890879732395,356.489772259888,0.9891828095672555,0.2955402283431723,448.0,0.09483333333333334,9035840000.0,2.840423696063919e-22,79.95918456229492,0.09558,0.099992504044064,0.097786252022032,0.023542583975279776,23.542583975279776,23.566126559255057,11.771291987639888,0.09925206497787423,0.1198961474465782,0.10621117470644255,2.5875834861753177,2.78768,0.47105914822425404,1.9132894585543299,721.0,0.3471243068837211,0.03260633350627849,0.5,2,0,0.6666666666666666,0.0,0.5,0.03593041119630842
HD 73583 c,0.0302,0.2436,503.0,HD 73583,0.1233,0.71,0.75,4511.0,503.0,False,9.597560000000001,2.72832,5.731854783200001e+25,17401598.73984,0.29142718102349124,1.1990093771,0.227522042571,0.49300774037975387,0.961993670201106,0.72750070529043,0.025009749320573454,20980.05977609405,669.360044394837,491.2062423392668,0.9633860387009915,0.2902760132233598,230.0,0.099375,18445680000.0,6.816019921891527e-23,19.18739784033048,0.09994,0.09999858125312223,0.09996929062656112,0.023542583975279776,23.542583975279776,23.566126559255057,11.771291987639888,0.09925206497787423,0.12277642362967371,0.10950552233736081,2.5968036883404495,2.72832,0.4727376488800076,1.8758816724778409,503.0,0.4900016261333947,0.06656226690934004,0.5,2,0,0.6666666666666666,0.0,0.5,0.03593041119630842
HD 89345 b,0.1123,0.612,1053.0,HD 89345,0.105,1.657,9.4,5609.0,1053.0,False,35.68894,6.854399999999999,2.1314148746800002e+26,43718302.252799995,6.159720840389435,1.1172223971000002,0.220797282771,2.348068154096708,4.48954758085445,3.4188078674755786,0.004471761171702143,25524.430376443965,968.4784864464866,347.29790717661695,0.9909429539449032,0.29418053052043475,780.0,0.08791666666666667,15708000000.0,1.986595196768835e-21,559.2353429846661,0.08894,0.09994457618858248,0.09444228809429124,0.0028293959591677853,2.829395959167785,2.832225355126953,1.4146979795838925,0.09906563429366878,0.11601537614935271,0.10203544453326173,0.6089610537002004,6.854399999999999,0.11085890630789297,2.2822056588306867,1053.0,0.15083722207586855,0.2605972414767537,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
HD 95338 b,0.12406,0.3551,402.0,HD 95338,0.231,0.86,5.08,5212.0,402.0,False,39.426268,3.97712,2.3546155774960002e+26,25366616.225440003,0.5810244717041653,1.2167834076,0.228797652876,0.6910199292833427,1.3545353873247645,1.0227776583040535,0.03342884773809206,35219.439816817925,598.3961887492912,1732.0373570566105,0.7257800805636277,0.2314133996297937,129.0,0.4454054054054054,34557600000.0,3.8716618009220817e-23,10.898899376586154,0.5160377358490567,0.09999941010711288,0.30801857297808477,0.014579877393650409,14.57987739365041,14.59445727104406,7.289938696825205,0.09913374467200123,0.22347999408467545,0.2362516609275284,3.4438465194127916,3.9771200000000007,0.6269383835214885,3.1490616505576585,402.0,0.5603413836982758,0.17607966047958512,1.0,2,0,0.6666666666666666,0.5,0.5,0.6389431042462724
HD 97334 B,51.5,1.04,1639.0,HD 97334,1970.0,1.048,0.49,5905.0,1639.0,False,16366.7,11.648,9.774520574e+28,74292539.776,1.1838607375551606,1.0579747499,0.214044422699,1.0578221519729774,1.9990206317862425,1.52842139187961,0.08031605534516986,419303.8370181141,1208.2735513279722,60213.95303465406,0.09999774636466464,0.06725950181833691,1366.0,0.07570833333333334,294712000000000.0,1.0846637201970548e-30,3.0533763928052383e-07,0.07722000000000001,3.816720491045533e-08,0.03861001908360246,0.008893993206395537,8.893993206395535,8.902887199601931,4.446996603197768,0.09901730256645927,0.07218224242938036,0.0649238800148938,56.90772699595351,11.648,10.359822417059585,37.49104585289003,1639.0,0.05341878036679519,2143.465683508328,1.0,0,0,0.0,0.0,0.0,0.0001778279410038923
HD 97334 C,47.7,1.037,1560.0,HD 97334,2.85,1.048,0.49,5905.0,1560.0,False,15159.060000000001,11.614399999999998,9.053293813200002e+28,74078234.3728,1.1838607375551606,1.06428384,0.21492999840000002,1.0546820989261612,1.9948981002607191,1.52479009959344,0.0999914472748211,404121.2643518783,1178.79447441156,58764.79529181034,0.09999780551408098,0.0677577138185764,1287.0,0.07735416666666667,426360000000.0,5.182482525962142e-25,0.1458891775049289,0.07880000000000001,0.018236147188116114,0.04851807359405806,0.008893993206395537,8.893993206395535,8.902887199601931,4.446996603197768,0.09901730256645927,0.07852774078411628,0.0715663448500794,53.16748755970397,11.614399999999998,9.678926897201912,36.133532570773106,1560.0,0.05796007577157759,3.1009528923851444,1.0,1,0,0.3333333333333333,0.0,0.0,0.002402811414134754
HIP 65426 b,7.1,1.5,1450.0,HIP 65426,87.0,1.77,0.014,8840.0,1450.0,False,2256.38,16.799999999999997,1.3475552636000001e+28,107152701.59999998,7.81094822168137,1.07393975,0.21617594750000002,2.6968818518413307,5.10936724591665,3.9031245488789903,0.09918067504925246,129635.94461075483,1136.4747559746947,6505.808727344937,0.09999993853829386,0.06922681552289145,1177.0,0.07964583333333333,13015200000000.0,3.6693758860057136e-27,0.001032945557045384,0.081,0.0001291181946306702,0.040564559097315336,0.0023992021066833566,2.3992021066833567,2.40160130879004,1.1996010533416783,0.09852706103786457,0.07742898880813143,0.07021695449216457,2.6148609523422746,16.799999999999997,0.4760249010384038,11.591086735928343,1450.0,0.10112532799667769,243.14824097637697,0.5,0,0,0.0,0.0,0.0,0.00014953487812212208
HIP 65A b,3.213,2.03,1411.0,HIP 65A,0.01782,0.7242,4.1,4590.0,1411.0,False,1021.0914,22.735999999999997,6.09816205908e+27,145013322.832,0.31296132638786034,1.0776066899,0.21662129009900002,0.5389087032785337,1.0216771810135643,0.7802929421460489,0.0033066825403986477,74963.39302841862,1121.0869549883994,2235.5782577419827,0.6293573549004714,0.20182833744833792,1138.0,0.08045833333333334,2665872000.0,3.504307621935327e-21,986.478109916029,0.08178,0.09990185169826689,0.09084092584913345,0.022405451440258836,22.405451440258837,22.427856891699097,11.202725720129418,0.09923870951929203,0.09513459773809907,0.08482931971980254,0.4774046448047097,22.735999999999997,0.08690959211229572,6.702671803108844,1411.0,0.07518534615064452,0.00996903306753711,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
HIP 67522 b,5.0,0.897,1174.0,HIP 67522,0.0753,1.38,0.017,5675.0,1174.0,False,1589.0,10.0464,9.4898258e+27,64077315.5568,3.1883406116201964,1.1026311644,0.21936809284400002,1.7004631461760156,3.240518845362518,2.470490995769267,0.004428205349191708,140679.45345344843,1022.6095417307183,9462.625831987805,0.09999981785163513,0.07066214444964569,901.0,0.08539583333333334,11264880000.0,1.9994092987162484e-21,562.842569413713,0.08652,0.09994421546413595,0.09323210773206797,0.004469946076237916,4.469946076237916,4.474416022314154,2.234973038118958,0.09905490535475936,0.07055463924379961,0.06645847106899838,8.611061747721823,10.0464,1.567609097004984,12.578515564013061,1174.0,0.14299907696117012,0.13445511599988139,1.0,2,0,0.6666666666666666,0.0,0.0,0.0028574404296987997
HIP 94235 b,1.192,0.2862,1060.0,HIP 94235,0.0787,1.08,0.1,5991.0,1060.0,False,378.81759999999997,3.20544,2.26237447072e+27,20444735.46528,1.319245191060752,1.11634484,0.2207141084,1.0870851802043398,2.078100936950115,1.5825930585772272,0.007239543085777941,121603.2563219852,971.6922186278614,7830.742875671107,0.09999988445923867,0.07110550633368773,787.0,0.08777083333333334,11773520000.0,7.573611158202302e-22,213.20050710777005,0.0888,0.09997917984518845,0.09438958992259422,0.008249746644799178,8.249746644799178,8.257996391443976,4.124873322399589,0.09900286260880362,0.07190166705683938,0.06791640080562035,63.202083507637774,3.20544,11.505684659903132,10.872863198796187,1060.0,0.12318502799522253,0.09039356032052875,1.0,2,0,0.6666666666666666,0.0,0.0,0.0028574404296987997
HIP 97166 b,0.063,0.2444,757.0,HIP 97166,0.089,0.836,3.33,5198.0,757.0,False,20.0214,2.7372799999999997,1.1957180508e+26,17458746.84736,0.5247381004057403,1.1580884531,0.22436988733100002,0.6731323048961116,1.299894003040704,0.9865131539684078,0.013221769235059355,30252.520624428493,821.152334694479,678.6497160290937,0.927492607568897,0.27991068582335205,484.0,0.09408333333333334,13314400000.0,2.355534852323948e-22,66.30934894004992,0.09486,0.09999386903445118,0.09742693451722559,0.015648917695186663,15.648917695186665,15.66456661288185,7.824458847593332,0.09913625487744714,0.1167557955572835,0.10372615099412566,5.364150732255497,2.73728,0.9765220285192302,2.7049564963722292,757.0,0.35660277369268223,0.06447053973183309,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
K2-105 b,0.094,0.301,814.0,K2-105,0.0796,0.91,0.6,5464.0,814.0,False,29.8732,3.3711999999999995,1.7840872504e+26,21501975.454399996,0.7121131610808938,1.1496481724,0.223673486924,0.7870313454607422,1.5166528229818599,1.151842084221301,0.010113955493526214,33298.33902610014,851.5065533057164,764.6085612041901,0.9110324031736657,0.2754862157491342,541.0,0.09289583333333334,11908160000.0,3.9962240192697437e-22,112.49547535878425,0.09372000000000001,0.09998925039871612,0.09685462519935806,0.012658916033352471,12.658916033352472,12.671574949385825,6.329458016676236,0.0990914260740539,0.11488841116988113,0.10201253755256053,4.284423522959594,3.371199999999999,0.7799620403129142,2.977291035852522,814.0,0.3097276519579278,0.06717189089726681,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
K2-106 b,0.0245,0.14952,2299.0,K2-106,0.01314,0.98,5.0,5617.0,2299.0,False,7.7861,1.6746239999999997,4.650014642e+25,10680981.295487998,0.9298520920002967,1.0257022019000002,0.206947853219,0.9521300944428533,1.8017536028604835,1.3769418486516685,0.0013800635098808606,24119.88816132928,1431.0185975212248,142.04633345161955,0.28920850053228797,0.11195835422150402,2026.0,0.06195833333333334,1965744000.0,1.914917600881056e-20,5390.5778240976115,0.06402,0.09946143952478786,0.08174071976239393,0.010518039822492824,10.518039822492824,10.528557862315317,5.259019911246412,0.09906557169600629,0.07122060850462368,0.06381313249769638,9.110290960564862,1.6746239999999997,1.658491763796966,2.156621888923736,2299.0,0.10097225541242813,0.012670749396303853,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
K2-106 c,0.018,0.2534,741.0,K2-106,0.1091,0.98,5.0,5617.0,741.0,False,5.7204,2.83808,3.416337288e+25,18101663.05696,0.9298520920002967,1.1605065939,0.224566091139,0.8951238525862523,1.7296322412372802,1.3123780469117663,0.012188257489148674,15880.890052434614,812.4280251991756,191.0512528092063,0.5097306376414283,0.17557351589563439,468.0,0.09441666666666668,16321360000.0,2.777738256773676e-22,78.19456169405073,0.09518,0.09999268050723313,0.09758634025361657,0.010518039822492824,10.518039822492824,10.528557862315317,5.259019911246412,0.09906557169600629,0.09576607040021452,0.08745883860587732,1.3750443367107479,2.83808,0.25032128141262355,1.4199516545678788,741.0,0.30712482018754816,0.10520386294800231,0.5,2,0,0.6666666666666666,0.0,0.5,0.03593041119630842
K2-107 b,0.84,1.426,1649.0,K2-107,0.0475,1.81,4.25,6061.0,1649.0,False,266.952,15.971199999999998,1.5942907344e+27,101866501.65439999,8.465310056744073,1.0572134219,0.21393287541900002,2.8296980838538364,5.3468942681341085,4.088296175993973,0.0016786243122908912,45732.16608235112,1211.953954464416,711.9365803878219,0.9211185271597788,0.27348289988551405,1376.0,0.07550000000000001,7106000000.0,1.3340822293971973e-20,3755.5005385100794,0.07702,0.09962494807088935,0.08832247403544469,0.0022688383939658933,2.2688383939658934,2.271107232359859,1.1344191969829467,0.09899020802896231,0.10759484125244238,0.09378853300258305,0.3600681752232329,15.971199999999998,0.06554896057634897,4.0890318288962835,1649.0,0.06584250797094814,0.13820222796875892,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
K2-108 b,0.187,0.476,1360.0,K2-108,0.0581,1.76,7.8,5599.0,1360.0,False,59.4286,5.331199999999999,3.5491948492000005e+26,34003123.97439999,7.653244783225018,1.08259424,0.21720650240000003,2.6588261778331086,5.045512850211984,3.8521695140225463,0.0021851748145247513,37347.30072409353,1100.6398842667431,575.7022791222615,0.9472059465510563,0.28156669459654615,1087.0,0.08152083333333333,8691760000.0,8.061582230453815e-21,2269.3710882718538,0.08280000000000001,0.09977356175898161,0.09128678087949081,0.0024334270449522504,2.4334270449522504,2.4358604719972026,1.2167135224761252,0.0990672355232718,0.11112534382943337,0.09732602529266936,2.1551860962689084,5.331199999999999,0.3923429455309186,3.3393192246608874,1360.0,0.14666604086046545,0.16073073639693872,0.5,2,0,0.6666666666666666,0.0,0.5,0.03593041119630842
K2-110 b,0.0525,0.228,575.0,K2-110,0.1027,0.71,8.0,4950.0,575.0,False,16.6845,2.5536,9.96431709e+25,16287210.643199999,0.29142718102349124,1.1868606875,0.226620406875,0.495524526539584,0.9639054724640005,0.7297149995017922,0.02072551296646989,28592.63102640568,715.6648950000858,798.1027643167777,0.9046186195989149,0.2751822659820937,302.0,0.097875,15363920000.0,9.824628042874089e-23,27.656762898600665,0.0985,0.09999773431238171,0.09924886715619086,0.023542583975279776,23.542583975279776,23.566126559255057,11.771291987639888,0.09917889543733648,0.1184421083084182,0.1057969039451105,5.505779198730031,2.5536,1.0023049202165384,2.5565414533028283,575.0,0.47380252863906125,0.055441563759847705,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
K2-111 b,0.01664,0.162,1309.0,K2-111,0.057,1.25,12.3,5775.0,1309.0,False,5.288192,1.8144,3.15821402624e+25,11572491.7728,2.232934823863898,1.0877997539,0.21779493473900002,1.4327273298201468,2.7216549301292328,2.0771911299746897,0.003978426237402438,19096.81959746666,1079.8056996664993,156.38707763851735,0.3537418493733281,0.13348188670747121,1036.0,0.08258333333333334,8527200000.0,2.4437303601657402e-21,687.920915318891,0.08382,0.09993170756700595,0.09187585378350298,0.005724334022399462,5.7243340223994625,5.730058356421862,2.8621670111997313,0.0990384458267902,0.08219158917770004,0.07510189717527141,4.864881953676983,1.8144,0.8856321589445163,1.7074962735007402,1309.0,0.21416585672115807,0.08517514451255018,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
K2-113 b,1.28,1.083,1098.0,K2-113,0.0642,1.24,5.9,5660.0,1098.0,False,406.78400000000005,12.129599999999998,2.4293954048000002e+27,77364250.5552,2.1692922594180333,1.1116526076,0.220263648876,1.3969294967875918,2.6675129979572243,2.032221247372408,0.004595793857001068,64778.76265544343,988.9559832339322,2145.2671187518836,0.6466509772602776,0.20784624387720269,825.0,0.08697916666666666,9604319999.999998,1.871435913008127e-21,526.817494770528,0.08804000000000001,0.0999478179896129,0.09399390899480645,0.005840442963929985,5.840442963929985,5.846283406893915,2.9202214819649925,0.09905763186498251,0.09849454905213187,0.0883337327972115,1.2525314170744428,12.1296,0.2280182980002328,5.792037531256344,1098.0,0.13917971874068105,0.09455708195639151,0.5,2,0,0.6666666666666666,0.0,0.5,0.03593041119630842
K2-114 b,1.85,0.952,661.0,K2-114,0.0954,0.84,9.9,5044.0,661.0,False,587.9300000000001,10.662399999999998,3.5112355460000007e+27,68006247.94879998,0.5338330156384459,1.1729190899,0.22555186409900002,0.6746347187651461,1.307670812398055,0.9911527655816006,0.014140985832247197,83063.31925386147,767.3200068440975,5859.162241101273,0.09999996493208187,0.07353841500429947,388.0,0.09608333333333334,14271840000.0,2.085622144233289e-22,58.71118671100048,0.09678,0.09999462885447317,0.09838731442723658,0.015463285872731889,15.463285872731888,15.47874915860462,7.731642936365944,0.09916189150340779,0.07626238802010488,0.07261888534338386,2.6651699719902946,10.662399999999998,0.4851834553691173,7.426907258912664,661.0,0.26892117526330694,0.06970293888071002,0.5,2,0,0.6666666666666666,0.0,0.0,0.002402811414134754
K2-132 b,0.49,1.3,1586.0,K2-132,0.0916,3.85,8.5,4840.0,1586.0,False,155.722,14.559999999999999,9.300029284000001e+26,92865674.72,128.13230128126077,1.0621496924,0.214637690124,10.983391123038633,20.768027293234592,15.875709208136612,0.0008339865072077846,36582.06824596226,1188.5771689089495,473.6436814521336,0.9667490822751234,0.28523553249548883,1313.0,0.0768125,13703360000.0,5.429934962429844e-20,15285.507314413544,0.07828,0.0984719416282668,0.0883759708141334,0.00034383349059714997,0.34383349059714996,0.3441773240877471,0.17191674529857498,0.09919339023352604,0.11009027601007122,0.09580413557954716,0.27722350580087024,14.56,0.05046742229110502,3.2708977999256286,1586.0,0.06737701217007706,1.0368711404212654,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
K2-139 b,0.381,0.813,524.0,K2-139,0.1796,0.88,1.8,5370.0,524.0,False,121.0818,9.105599999999999,7.231247259600001e+26,58076764.26719999,0.6311573146591747,1.1954211344,0.227258402544,0.7266216689629793,1.416536471597178,1.0715790702800787,0.024717126899934286,40790.50732248665,683.1898975607238,1782.4007097110687,0.7161360343106464,0.2283479550909683,251.0,0.09893750000000001,26868160000.0,6.957478997390029e-23,19.585611400563426,0.09952000000000001,0.09999854143156711,0.09975927071578355,0.013765542120067822,13.765542120067822,13.77930766218789,6.882771060033911,0.09910727604941375,0.11017382575121996,0.09967207784794262,0.8812870067408587,9.105599999999999,0.16043474885135522,3.6471852756356444,524.0,0.30080440501302924,0.14268395609463835,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
K2-140 b,0.93,1.093,957.0,K2-140,0.0687,0.99,9.8,5705.0,957.0,False,295.55400000000003,12.241599999999998,1.7651075988000003e+27,78078601.89919999,0.9644655077470021,1.1296717731,0.221944080531,0.9239898736441503,1.7719052412059282,1.3479475574250392,0.0074351464187645405,54963.36139906695,923.2764563437701,1771.956483767261,0.718135992470099,0.22649041377445506,684.0,0.08991666666666667,10277520000.0,7.266080003185308e-22,204.54336894322978,0.09086000000000001,0.0999800455633335,0.09542002278166675,0.010254441539222652,10.254441539222652,10.264695980761875,5.127220769611326,0.09905086121162829,0.10366262217063626,0.09282626694459467,0.8852919006283084,12.241599999999998,0.16116382364775497,4.914416994358115,957.0,0.1530222640407634,0.06746834970753655,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
K2-180 b,0.036,0.206,731.0,K2-180,0.0753,0.72,9.5,5358.0,731.0,False,11.4408,2.3072,6.832674576e+25,14715637.6864,0.30647636439962567,1.1620288259000002,0.224688879459,0.5135586432158917,0.9927196766544573,0.7531391599351744,0.01466239561824395,24909.185791219716,806.9274336802575,476.4530448943857,0.9662111190627772,0.2897359797760474,458.0,0.094625,11264880000.0,1.9219141473908369e-22,54.1027341227516,0.09538,0.09999508970203624,0.09768754485101813,0.022733628510369967,22.733628510369975,22.756362138880345,11.366814255184988,0.09911075900053946,0.11916433584916981,0.1057175414516993,5.1187611830082975,2.3072,0.9318498497589707,2.2271950414239394,731.0,0.38258114278470334,0.041686311530509314,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
K2-19 b,0.1019,0.691,854.0,K2-19,0.074,0.86,8.0,5430.0,854.0,False,32.38382,7.7391999999999985,1.93402649804e+26,49361677.87039999,0.5810244717041653,1.1438877404,0.22318718660400003,0.7126979498438795,1.3714548324347644,1.042076391139322,0.010383080239842163,22881.78813282433,872.1771964087825,344.1442116109809,0.9915468530957696,0.29541485342678564,581.0,0.0920625,11070400000.0,3.772749184788225e-22,106.20455983090099,0.09292,0.09998987949341438,0.09645493974670719,0.014579877393650409,14.57987739365041,14.59445727104406,7.289938696825205,0.09909741045487093,0.11868255677364119,0.10485644944835552,0.38388758761771885,7.7391999999999985,0.06988518863379939,2.045920147510532,854.0,0.1681367211195397,0.05640647132246449,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
K2-19 c,0.034,0.434,745.0,K2-19,0.0971,0.86,8.0,5430.0,745.0,False,10.805200000000001,4.860799999999999,6.453081544000001e+25,31002848.329599995,0.5810244717041653,1.1599000475,0.22451701047500003,0.7077614909376495,1.3673872074483617,1.0375743491930056,0.013719310988700578,16677.71259848815,814.617862123292,209.57289760958395,0.5930780392431279,0.19639073662205148,472.0,0.09433333333333334,14526160000.0,2.1912045123091087e-22,61.68337711597331,0.0951,0.09999433163394658,0.09754716581697329,0.014579877393650409,14.57987739365041,14.59445727104406,7.289938696825205,0.09909741045487093,0.10021759144318594,0.09095461062786098,0.5169800173191608,4.860799999999999,0.09411412922845655,1.4911976293797409,745.0,0.22825488824775694,0.07401443737042301,0.0,2,0,0.6666666666666666,0.0,0.5,0.002402811414134754
K2-19 d,0.031,0.102,1252.0,K2-19,0.0344,0.86,8.0,5430.0,1252.0,False,9.8518,1.1423999999999999,5.883691996e+25,7286383.708799999,0.5810244717041653,1.0938756176000002,0.218456404976,0.7288081846726537,1.3862250633257562,1.0575166239992049,0.004720034807985982,32849.03779014236,1056.034135567535,483.79279531234687,0.9648056349401889,0.2865080447075221,979.0,0.08377083333333334,5146240000.0,1.7458401953674552e-21,491.46174421478986,0.08496000000000001,0.09995135358234644,0.09245567679117322,0.014579877393650409,14.57987739365041,14.59445727104406,7.289938696825205,0.09909741045487093,0.11331040001897712,0.09941036816540706,36.30991287245362,1.1423999999999999,6.610073344947919,2.9371178445961648,1252.0,0.15603407067637026,0.02622138666882133,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
K2-229 b,0.00815,0.102,1818.0,K2-229,0.0131,0.79,5.4,5315.0,1818.0,False,2.59007,1.1423999999999999,1.5468416054e+25,7286383.708799999,0.4280135604208956,1.0456144956000002,0.212066451756,0.6397981303785676,1.207568303557064,0.9236832169678157,0.0020475208316486915,16843.04504925318,1272.5437775599123,87.5922659570624,0.0875922659570624,0.06417503116106585,1545.0,0.07197916666666668,1959760000.0,8.86833083624231e-21,2496.47439245498,0.07364000000000001,0.09975085131501109,0.08669542565750554,0.018027365821599483,18.027365821599485,18.045393187421084,9.013682910799742,0.09911714767983583,0.06480285839934452,0.060166719149940984,9.545993222919257,1.1423999999999999,1.7378096052040495,1.505980433507371,1818.0,0.1434457546557584,0.008570379635922198,1.0,2,0,0.6666666666666666,0.0,0.0,0.0028574404296987997
K2-229 c,0.067,0.181,750.0,K2-229,0.0769,0.79,5.4,5315.0,750.0,False,21.292600000000004,2.0271999999999997,1.2716366572000003e+26,12929759.326399999,0.4280135604208956,1.15914375,0.22445568750000003,0.607659252955262,1.173768317452941,0.8907137852041015,0.01265511874064422,36252.6706593498,817.3469078316351,983.6422346300845,0.869089784858069,0.2653270928216619,477.0,0.09422916666666667,11504240000.0,2.5735451861173507e-22,72.44643635430796,0.095,0.0999932553226412,0.0974966276613206,0.018027365821599483,18.027365821599485,18.045393187421084,9.013682910799742,0.09911714767983583,0.11376503071402586,0.10140596434294143,14.04439728975543,2.0271999999999997,2.5567259413971137,3.2414455055909466,750.0,0.31154969552013206,0.05031009114522267,1.0,2,0,0.6666666666666666,0.0,0.5,0.042728700639623404
